t,plates,parcels,cont_frac,mean_v,max_v,subducted,created,accreted,absorbed,cont_lost,cont_grown,rifts,merges,initiations,active_rifts,sea_level,backarcs,arc_plates,weld_static,weld_locked,retired,dissolved,deposited,sediment
52.5,13,600186,0.2926,47.05,188.57,1529,1430,0,4,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
52.75,13,600167,0.2926,47.48,188.98,1450,1434,0,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
53,13,600058,0.2926,47.81,190.54,1497,1393,2,5,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
53.25,13,599956,0.2927,48.08,185.63,1561,1464,4,5,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
53.5,13,599842,0.2927,47.85,187.69,1541,1433,0,6,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
53.75,13,599698,0.2928,47.91,188.29,1556,1417,1,5,0,6,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
54,13,599587,0.2928,47.85,188.96,1577,1473,1,7,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000
54.25,13,599593,0.2929,47.89,188.62,1470,1478,2,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
54.5,13,599478,0.2929,47.41,189.51,1559,1450,2597,6,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
54.75,13,599316,0.2930,47.20,190.27,1560,1401,0,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
55,13,599262,0.2930,46.63,191.36,1498,1445,0,1,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
55.25,13,599140,0.2931,46.54,189.60,1506,1385,1,1,0,4,0,0,0,0,0.0,0,1,0,0,0,1,3,0.0002
55.5,12,599078,0.2931,46.45,190.62,1484,1425,2,3,0,4,0,0,0,0,0.0,0,1,0,0,0,1,3,0.0003
55.75,12,599022,0.2931,46.66,191.29,1386,1332,0,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
56,12,598885,0.2932,46.56,191.98,1492,1356,0,1,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
56.25,12,598883,0.2932,46.68,191.92,1375,1375,0,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
56.5,12,598840,0.2932,46.21,192.91,1376,1336,3,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
56.75,12,598719,0.2933,46.81,193.98,1475,1358,1,4,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
57,12,598668,0.2933,46.12,194.83,1415,1368,2,4,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
57.25,12,598582,0.2934,46.02,195.46,1433,1348,0,1,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
57.5,12,598442,0.2934,46.11,196.02,1470,1332,0,2,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
57.75,12,598369,0.2935,45.67,196.64,1439,1367,2,1,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
58,12,598259,0.2935,46.06,197.15,1477,1371,0,4,1,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
58.25,12,598181,0.2936,45.37,197.55,1446,1369,1,1,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
58.5,12,598168,0.2936,44.84,197.76,1388,1378,0,3,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
58.75,12,598008,0.2937,45.05,196.90,1476,1317,1,1,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
59,12,597968,0.2937,44.73,197.26,1402,1365,0,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
59.25,12,597900,0.2937,45.39,197.47,1418,1352,0,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
59.5,12,597782,0.2938,45.06,197.84,1491,1375,1,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
59.75,12,597742,0.2938,44.93,198.03,1378,1339,0,1,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
60,12,597624,0.2939,44.74,198.34,1473,1357,0,2,1,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
60.25,12,597568,0.2939,45.31,198.52,1422,1367,2,1,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
60.5,12,597527,0.2939,44.65,198.42,1448,1409,1,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
60.75,12,597469,0.2940,44.63,182.12,1416,1360,2,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
61,12,597395,0.2940,44.72,163.44,1440,1368,2,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
61.25,12,597321,0.2940,44.34,158.27,1380,1309,5,3,1,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
61.5,12,597232,0.2941,43.69,155.88,1402,1318,5,6,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000
61.75,12,597158,0.2941,43.49,154.12,1363,1293,6,4,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000
62,12,597086,0.2941,42.63,157.89,1301,1233,7,4,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
62.25,12,597101,0.2941,41.98,154.51,1240,1264,5,9,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
62.5,12,597075,0.2941,41.58,158.48,1255,1236,8,7,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
62.75,12,597001,0.2941,41.44,154.99,1214,1152,5,12,1,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
63,12,596975,0.2941,41.25,159.74,1155,1138,8,9,3,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
63.25,12,596911,0.2942,41.59,152.87,1204,1148,5,8,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
63.5,12,596876,0.2942,41.25,157.78,1182,1151,2,4,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
63.75,12,596840,0.2942,41.28,153.64,1161,1127,0,2,2,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
64,12,596777,0.2942,40.92,158.81,1186,1131,0,8,0,4,0,0,1,0,0.0,0,1,0,0,0,0,4,0.0000
64.25,12,596759,0.2942,41.26,152.90,1131,1117,3,4,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000
64.5,12,596746,0.2942,40.89,158.51,1165,1154,1,2,3,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
64.75,12,596696,0.2943,41.35,153.35,1130,1082,1,2,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
65,12,596750,0.2942,40.70,158.13,1122,1180,0,4,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
65.25,12,596731,0.2943,40.94,153.10,1118,1100,1,1,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
65.5,12,596694,0.2943,40.40,157.86,1183,1148,0,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
65.75,12,596654,0.2943,40.73,153.02,1160,1125,1,5,3,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
66,12,596654,0.2943,40.54,158.44,1163,1167,0,4,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
66.25,12,596593,0.2943,40.31,155.34,1124,1068,0,5,0,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
66.5,12,596554,0.2943,40.39,160.86,1195,1159,3,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
66.75,12,596512,0.2944,39.91,156.14,1132,1092,1,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
67,12,596513,0.2944,39.18,160.11,1153,1158,1,4,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
67.25,12,596454,0.2944,39.30,154.38,1130,1074,1,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
67.5,12,596395,0.2944,38.81,158.82,1149,1095,2,5,2,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
67.75,12,596422,0.2944,39.10,154.24,1096,1129,5,6,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
68,12,596421,0.2944,38.21,159.47,1124,1124,2,1,1,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
68.25,12,596343,0.2944,38.67,153.78,1175,1104,2,7,0,6,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
68.5,12,596332,0.2944,37.77,157.83,1134,1131,0,8,1,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
68.75,12,596251,0.2945,37.91,153.92,1170,1091,4,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
69,12,596196,0.2945,37.30,157.89,1142,1097,0,10,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
69.25,12,596249,0.2945,37.51,153.30,1033,1092,1,6,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
69.5,12,596213,0.2945,37.34,157.51,1148,1115,2,3,1,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
69.75,12,596209,0.2945,37.46,155.55,1118,1121,1,7,1,7,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
70,12,596160,0.2945,37.32,157.25,1152,1111,2,8,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
70.25,12,596124,0.2945,37.84,159.96,1159,1132,4,9,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
70.5,12,596125,0.2945,36.98,161.22,1096,1099,2,2,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
70.75,12,596077,0.2945,38.27,162.30,1142,1097,2,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
71,12,596073,0.2945,36.97,163.96,1102,1105,4,7,0,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001
71.25,12,596017,0.2946,37.96,165.82,1139,1089,5,6,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
71.5,12,596076,0.2945,36.83,166.01,1101,1161,5,1,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
71.75,12,596060,0.2945,37.71,167.29,1119,1111,2,8,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
72,12,596029,0.2945,36.39,167.62,1109,1085,2,7,0,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
72.25,12,596030,0.2945,37.09,168.51,1097,1103,3,5,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
72.5,12,596032,0.2945,35.90,169.40,1126,1135,2,7,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
72.75,12,596033,0.2945,37.21,170.73,1089,1096,1,6,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
73,12,596028,0.2945,35.87,172.57,1140,1139,1,4,0,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
73.25,12,596013,0.2945,37.06,174.17,1095,1086,3,6,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
73.5,12,596028,0.2945,35.56,174.70,1131,1153,5,7,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
73.75,12,595988,0.2945,37.04,175.69,1153,1115,0,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
74,12,595977,0.2945,35.36,178.07,1126,1117,1,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
74.25,12,595948,0.2946,36.64,178.27,1148,1123,1,4,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
74.5,12,595893,0.2946,34.73,179.80,1228,1180,1,7,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
74.75,12,595969,0.2945,36.76,181.47,1079,1155,0,0,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
75,12,595984,0.2945,34.71,184.13,1144,1160,5,2,0,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001
75.25,12,595904,0.2946,35.58,186.47,1168,1093,2,5,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
75.5,12,595863,0.2946,35.02,188.22,1138,1102,2,5,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
75.75,12,595895,0.2946,35.45,189.85,1075,1111,0,4,0,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
76,12,595890,0.2946,35.65,190.92,1123,1123,0,5,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
76.25,12,595912,0.2946,36.24,192.01,1108,1131,1,1,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
76.5,12,595967,0.2946,35.31,192.96,1144,1202,1,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
76.75,12,595983,0.2946,36.04,193.39,1112,1129,1,1,0,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
77,12,595998,0.2945,35.27,193.87,1149,1166,0,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
77.25,12,595966,0.2946,36.01,193.86,1131,1101,1,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
77.5,12,596034,0.2945,35.09,193.96,1120,1189,1,1,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
77.75,12,596073,0.2945,36.12,194.05,1089,1131,2,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
78,12,596143,0.2945,35.61,194.00,1128,1202,0,4,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
78.25,12,596178,0.2945,36.34,193.88,1130,1167,1,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
78.5,12,596272,0.2944,35.97,193.50,1106,1204,1,4,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
78.75,12,596230,0.2945,36.76,193.04,1166,1124,0,0,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
79,12,596262,0.2944,36.68,192.91,1189,1223,2,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001
79.25,12,596245,0.2945,37.05,192.51,1161,1144,2,0,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
79.5,12,596259,0.2945,36.68,192.14,1176,1192,1,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
79.75,12,596281,0.2945,37.43,191.81,1187,1209,0,0,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
80,12,596332,0.2944,37.16,191.32,1192,1245,0,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000
80.25,12,596367,0.2944,37.64,190.75,1153,1189,0,1,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
80.5,12,596427,0.2944,37.11,190.36,1203,1263,1,0,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001
80.75,12,596430,0.2944,36.88,189.36,1178,1182,0,1,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
81,12,596466,0.2944,35.42,189.04,1196,1237,1,5,3,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002
81.25,12,596435,0.2944,36.38,188.20,1177,1149,1,3,3,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003
81.5,11,596538,0.2943,34.82,187.55,1123,1227,1,1,7,4,0,1,0,0,0.0,0,0,0,0,1,0,4,0.0000
81.75,11,596460,0.2944,35.19,186.79,1138,1061,2,1,8,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
82,11,596418,0.2944,34.62,185.69,1162,1124,0,4,7,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
82.25,11,596479,0.2943,35.10,184.60,1058,1119,2,0,7,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
82.5,11,596506,0.2943,34.23,183.72,1099,1130,4,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
82.75,11,596486,0.2943,35.85,183.03,1079,1066,2,7,1,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003
83,11,596501,0.2943,35.07,182.25,1093,1113,3,5,0,4,0,0,0,0,0.0,0,0,0,0,0,0,4,0.0000
83.25,11,596556,0.2943,35.49,181.45,1014,1076,2,7,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
83.5,11,596563,0.2943,34.30,180.77,1095,1109,1,7,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
83.75,11,596560,0.2943,35.67,179.13,1021,1019,1,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
84,11,596557,0.2943,34.54,177.51,1044,1047,3,6,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
84.25,11,596571,0.2943,35.22,177.14,980,997,1,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
84.5,11,596600,0.2942,34.37,176.75,1000,1033,1,4,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003
84.75,11,596707,0.2942,34.46,176.25,915,1024,2,2,0,5,0,0,0,0,0.0,0,0,0,0,0,0,4,0.0000
85,11,596727,0.2942,33.97,176.01,1003,1026,2,3,2,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
85.25,11,596698,0.2942,34.10,175.46,990,962,4,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
85.5,11,596728,0.2942,33.21,175.43,993,1025,1,2,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
85.75,11,596728,0.2942,33.80,174.62,1003,1008,0,5,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
86,11,596760,0.2942,32.91,174.18,1037,1073,2,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003
86.25,11,596796,0.2942,33.44,174.39,955,991,2,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003
86.5,11,596811,0.2942,32.48,174.32,1005,1022,0,2,0,5,0,0,0,0,0.0,0,0,0,0,0,0,4,0.0000
86.75,11,596832,0.2942,33.41,174.52,915,936,0,0,1,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
87,11,596867,0.2941,32.64,174.71,1033,1070,0,2,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
87.25,11,596897,0.2941,33.14,174.72,961,992,1,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
87.5,11,596981,0.2941,32.41,175.05,947,1033,0,2,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
87.75,11,597029,0.2941,32.89,172.53,928,976,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
88,11,597034,0.2941,32.67,176.16,976,982,0,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
88.25,11,597033,0.2941,33.05,179.45,975,976,1,2,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003
88.5,11,597057,0.2941,32.66,182.60,969,994,0,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003
88.75,11,597041,0.2941,33.29,185.29,952,936,0,0,1,5,0,0,0,0,0.0,0,0,0,0,0,0,4,0.0000
89,11,597085,0.2941,32.94,187.54,916,960,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000
89.25,11,597068,0.2941,32.95,189.44,1017,1000,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000
89.5,11,597096,0.2941,33.13,191.11,962,991,0,1,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
89.75,11,597118,0.2941,33.58,192.43,963,986,1,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
90,11,597106,0.2941,33.54,193.50,967,955,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
90.25,11,597163,0.2941,33.64,194.52,969,1027,1,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
90.5,11,597164,0.2941,33.89,195.35,1000,1003,0,2,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
90.75,11,597220,0.2940,34.24,196.08,965,1021,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
91,11,597206,0.2940,34.36,196.69,1052,1039,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
91.25,11,597165,0.2941,34.35,197.21,1049,1010,1,2,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
91.5,11,597220,0.2941,34.06,197.28,962,1017,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
91.75,11,597230,0.2941,34.93,197.71,1032,1043,0,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
92,11,597187,0.2941,34.81,198.01,1095,1052,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
92.25,11,597130,0.2941,34.54,198.32,1077,1020,1,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
92.5,11,597183,0.2941,34.39,198.54,1030,1084,0,1,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
92.75,11,597173,0.2941,33.92,198.55,1085,1076,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
93,11,597218,0.2941,33.93,198.55,1008,1054,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
93.25,11,597215,0.2941,34.36,198.68,1055,1052,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
93.5,11,597253,0.2941,34.94,198.86,1018,1056,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
93.75,11,597267,0.2941,34.45,198.90,1059,1075,0,2,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
94,11,597285,0.2941,34.71,199.01,1045,1063,0,0,1,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
94.25,11,597304,0.2941,34.69,199.14,1056,1077,1,2,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
94.5,11,597284,0.2941,35.00,199.24,1099,1082,1,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
94.75,11,597276,0.2941,35.04,199.16,1079,1074,1,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
95,11,597290,0.2941,35.28,199.13,1060,1076,1,2,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
95.25,11,597306,0.2941,35.49,199.20,1068,1085,0,1,1,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
95.5,11,597307,0.2941,35.59,199.29,1052,1055,1,2,1,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000
95.75,11,597337,0.2941,36.09,199.37,1057,1090,1,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000
96,11,597317,0.2941,35.78,199.46,1056,1039,3,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000
96.25,11,597400,0.2940,36.14,199.48,989,1074,4,2,1,3,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003
96.5,11,597369,0.2940,36.25,199.37,1080,1055,0,6,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003
96.75,11,597411,0.2940,36.18,199.45,1069,1114,1,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003
97,11,597398,0.2940,36.28,199.24,1108,1099,2,4,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
97.25,11,597488,0.2940,35.90,199.21,1053,1151,1,8,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
97.5,11,597480,0.2940,35.94,199.22,1079,1072,2,1,1,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
97.75,11,597510,0.2940,35.46,198.97,1058,1091,0,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
98,11,597557,0.2940,35.36,199.02,1059,1112,0,6,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
98.25,11,597565,0.2939,34.85,198.97,1067,1079,0,4,1,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
98.5,11,597507,0.2940,35.10,199.03,1060,1005,1,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
98.75,11,597538,0.2940,35.08,199.16,1051,1085,0,3,1,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
99,11,597545,0.2940,35.73,199.13,1047,1058,0,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
99.25,11,597675,0.2939,35.92,199.22,1023,1157,1,4,1,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
99.5,11,597646,0.2939,35.95,199.20,1070,1042,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
99.75,11,597719,0.2939,34.95,199.16,1025,1103,0,5,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
100,11,597741,0.2939,34.40,199.11,1082,1107,2,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
100.25,11,597724,0.2939,33.63,199.02,1105,1090,0,2,1,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
100.5,11,597698,0.2939,33.50,199.09,1085,1063,2,4,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
100.75,11,597750,0.2939,33.34,198.83,1045,1101,0,4,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
101,11,597759,0.2939,33.41,199.01,1137,1146,1,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000
101.25,11,597835,0.2938,32.69,199.06,1065,1144,0,3,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000
101.5,11,597860,0.2938,32.57,199.08,1093,1119,1,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000
101.75,11,597904,0.2938,32.68,199.17,1063,1108,1,1,2,2,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003
102,11,597936,0.2938,32.34,199.17,1152,1191,1,7,3,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003
102.25,11,597949,0.2938,32.67,198.74,1114,1130,0,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
102.5,11,597980,0.2937,32.76,198.89,1126,1159,1,2,2,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
102.75,11,597985,0.2937,33.01,197.87,1144,1153,1,4,1,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
103,11,597947,0.2937,33.36,198.19,1155,1121,3,4,2,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002
103.25,11,597933,0.2938,34.15,198.42,1145,1133,3,2,2,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
103.5,11,597978,0.2937,34.36,198.57,1126,1177,0,6,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
103.75,11,597923,0.2938,34.00,198.57,1214,1161,1,2,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
104,11,597977,0.2937,33.90,198.66,1139,1198,1,5,2,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001
104.25,11,597984,0.2937,33.62,198.14,1176,1186,1,3,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000
104.5,11,598037,0.2937,33.93,198.42,1137,1193,0,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000
